code,Quantile
research on social work practice,Q3
vision research,Q3
journal of computational electronics,Q3
onderstepoort journal of veterinary research,Q2
journal of cosmetic and laser therapy,Q3
south african journal of enology and viticulture,Q4
journal of palliative care,Q4
mediterranean politics,Q1
journal of macromarketing,Q4
fire and materials,Q4
journal of empirical research on human research ethics,Q2
interactive cardiovascular and thoracic surgery,Q3
journal of clinical psychology in medical settings,Q4
norsk geografisk tidsskrift-norwegian journal of geography,Q3
open chemistry,Q3
water and environment journal,Q3
north american journal of aquaculture,Q3
journal of clinical monitoring and computing,Q4
journal of irrigation and drainage engineering,Q2
acupuncture in medicine,Q3
methodology-european journal of research methods for the behavioral and social sciences,Q3
heat transfer research,Q3
measurement in physical education and exercise science,Q3
cutaneous and ocular toxicology,Q4
animal science journal,Q2
journal of ophthalmology,Q4
journal of visualization,Q3
acta astronomica,Q3
annals of otology rhinology and laryngology,Q3
reproduction fertility and development,Q2
american journal of health economics,Q3
journal of investigative surgery,Q3
journal of surfactants and detergents,Q3
oxidation of metals,Q2
journal of essential oil bearing plants,Q3
journal of feline medicine and surgery,Q2
corrosion engineering science and technology,Q2
iral-international review of applied linguistics in language teaching,Q2
international regional science review,Q4
thermal science,Q3
journal of wound ostomy and continence nursing,Q3
journal for the scientific study of religion,N/A
journal of special education,Q2
security and communication networks,Q3
journal of clinical sport psychology,Q4
global networks-a journal of transnational affairs,Q2
aquatic botany,Q3
econometric theory,Q2
european journal of industrial relations,Q3
analytical sciences,Q4
journal of tourism and cultural change,Q4
african journal of range & forage science,Q3
journal of pediatric oncology nursing,Q3
clinical obstetrics and gynecology,Q4
european journal of histochemistry,Q4
journal of morphology,Q3
water quality research journal of canada,Q4
palaios,Q2
quantum information processing,Q2
annals of forest research,Q2
journal of primary prevention,Q4
journal of money credit and banking,Q3
iranian journal of pharmaceutical research,Q4
journal of evolutionary economics,Q3
journal of energy engineering,Q3
journal of multilingual and multicultural development,N/A
multiscale modeling & simulation,Q2
current radiopharmaceuticals,Q4
studies in conflict & terrorism,Q3
annals of applied statistics,Q2
anuario de psicologia juridica,Q2
epl,Q3
feminist legal studies,Q2
atmosphere-ocean,Q3
cognitive neuropsychiatry,Q4
general physiology and biophysics,Q4
biosystems,Q3
analysis and applications,Q1
arid land research and management,Q3
optimal control applications & methods,Q2
scandinavian journal of caring sciences,Q3
proceedings of the institution of civil engineers-geotechnical engineering,Q3
journal of academic librarianship,Q3
feminist media studies,Q2
journal of rational-emotive and cognitive-behavior therapy,Q4
journal of microscopy,Q4
journal of the american oil chemists society,Q3
protein engineering design & selection,Q4
journal of intellectual & developmental disability,Q2
annals of the royal college of surgeons of england,Q3
communications in partial differential equations,Q1
asian population studies,Q3
ieee transactions on applied superconductivity,Q3
palynology,Q2
journal of labelled compounds & radiopharmaceuticals,Q4
philosophical magazine,Q2
modern physics letters b,Q2
radiologic clinics of north america,Q4
scandinavian journal of forest research,Q3
journal of marine science and technology,Q2
mycobiology,Q2
insectes sociaux,Q2
international statistical review,Q2
advances in data analysis and classification,Q2
probability theory and related fields,Q2
taiwanese journal of obstetrics & gynecology,Q4
curriculum inquiry,Q3
critical inquiry,N/A
autex research journal,Q2
sexual development,Q4
veterinary immunology and immunopathology,Q2
micropaleontology,Q2
historical biology,Q2
journal of electrostatics,Q3
nursing open,Q3
international journal of circumpolar health,Q4
cytogenetic and genome research,Q4
journal of aggression maltreatment & trauma,Q3
journal of deaf studies and deaf education,Q3
siam journal on imaging sciences,Q2
international journal of distributed sensor networks,Q3
acm sigcomm computer communication review,Q4
distributed computing,Q3
molecular physics,Q3
synthetic communications,Q3
journal of strain analysis for engineering design,Q3
esaim-mathematical modelling and numerical analysis-modelisation mathematique et analyse numerique,Q2
aslib journal of information management,Q3
ethnos,Q2
international journal of mass spectrometry,Q3
folia horticulturae,Q2
nonlinearity,Q2
urologia internationalis,Q4
solid state communications,Q3
ships and offshore structures,Q3
journal of the physical society of japan,Q3
brazilian journal of oceanography,Q3
palaeontologia electronica,Q2
international urogynecology journal,Q4
electromagnetic biology and medicine,Q3
bragantia,Q2
biological bulletin,Q3
iete technical review,Q3
acta agriculturae scandinavica section b-soil and plant science,Q3
journal of electronic packaging,Q3
journal of transportation engineering part a-systems,Q3
european journal of special needs education,Q3
acta oecologica-international journal of ecology,Q3
toxicologic pathology,Q4
journal of cellular plastics,Q3
soil science and plant nutrition,Q3
livestock science,Q2
physiological entomology,Q2
advances in computational mathematics,Q2
journal of paediatrics and child health,Q3
rivista italiana di paleontologia e stratigrafia,Q2
international journal for educational and vocational guidance,Q3
knowledge and management of aquatic ecosystems,Q3
annals of the missouri botanical garden,Q3
protein and peptide letters,Q4
giornale italiano di dermatologia e venereologia,Q3
asia-pacific journal of clinical oncology,Q4
progress in development studies,Q3
international journal of aging & human development,Q4
geometric and functional analysis,Q1
learning & behavior,Q2
journal of inclusion phenomena and macrocyclic chemistry,Q3
journal of early intervention,Q3
annals of palliative medicine,Q4
geriatric orthopaedic surgery & rehabilitation,Q3
international journal of turbo & jet-engines,Q2
psychology in the schools,Q3
intercultural pragmatics,N/A
international journal of lower extremity wounds,Q3
ieee transactions on components packaging and manufacturing technology,Q3
european journal of ophthalmology,Q4
journal of pediatric urology,Q3
archaeological prospection,N/A
homicide studies,Q3
aids education and prevention,Q3
policing-an international journal of police strategies & management,Q3
orl-journal for oto-rhino-laryngology head and neck surgery,Q3
journal of aircraft,Q2
brain behavior and evolution,Q2
gastroenterology research and practice,Q4
journal of histotechnology,Q4
journal of horticultural science & biotechnology,Q2
siam journal on applied algebra and geometry,Q2
medicine health care and philosophy,N/A
ciencia & saude coletiva,Q4
main group metal chemistry,Q3
journal of childrens orthopaedics,Q3
chilean journal of agricultural research,Q2
journal of pipeline systems engineering and practice,Q3
solid-state electronics,Q3
biointerphases,Q4
applied economics,Q3
archaeometry,N/A
cleft palate-craniofacial journal,Q3
international journal of network management,Q3
journal of porphyrins and phthalocyanines,Q3
economic and industrial democracy,Q3
female pelvic medicine and reconstructive surgery,Q4
learning culture and social interaction,Q3
seminars in reproductive medicine,Q4
pace-pacing and clinical electrophysiology,Q4
journal of the belgian society of radiology,Q4
american politics research,Q3
journal of earth system science,Q3
biomedical chromatography,Q4
journal of astronomical telescopes instruments and systems,Q3
australasian physical & engineering sciences in medicine,Q4
dissertationes mathematicae,Q1
cambridge law journal,Q2
ieee computer graphics and applications,Q3
journal of biological systems,Q3
geometry & topology,Q1
astrophysics and space science,Q3
journal of hand therapy,Q3
siam journal on matrix analysis and applications,Q2
developmental neurorehabilitation,Q3
journal of mathematical fluid mechanics,Q2
american ethnologist,Q2
applied optics,Q3
fusion engineering and design,Q2
molecular cytogenetics,Q4
psychology of music,N/A
zoological studies,Q2
iranian journal of chemistry & chemical engineering-international english edition,Q3
chemical & pharmaceutical bulletin,Q3
shock waves,Q3
european journal of finance,Q3
review of income and wealth,Q3
investigative and clinical urology,Q4
aphasiology,Q2
computational and mathematical organization theory,Q3
science and engineering of composite materials,Q4
annals of telecommunications,Q3
journal of adult development,Q4
seminars in pediatric surgery,Q3
nuclear engineering and design,Q2
population research and policy review,Q3
journal of nervous and mental disease,Q4
journal of biomechanical engineering-transactions of the asme,Q4
sexuality and disability,Q3
journal of the economics of ageing,Q3
scandinavian journal of urology,Q4
australian journal of social issues,Q3
critical policy studies,Q3
cognitive development,Q4
communications in number theory and physics,Q1
journal of child health care,Q3
health & social work,Q3
visual neuroscience,Q4
journal of the indian society of remote sensing,Q4
labour economics,Q3
tropical animal health and production,Q2
small ruminant research,Q2
journal of current southeast asian affairs,Q1
british poultry science,Q3
rangeland journal,Q3
journal of tribology-transactions of the asme,Q3
journal of functional analysis,Q1
time & society,Q3
acoustics australia,Q3
iranian journal of science and technology-transactions of electrical engineering,Q3
